DEM数据文件,经度,纬度,起始角度,终止角度,视点高度,SPDERL算法整体错误率
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3565333,34.43022425,44.3022031,340.9718728,2600,0.007920947
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3761694,41.31955828,214.4450524,336.9372183,2600,0.002007163
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4839952,41.35632866,293.5053709,342.8878991,2600,0.001441077
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7335652,41.40422368,244.6277929,300.2155048,2600,2.40E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4931831,41.36923317,288.2289932,321.3010591,2600,0.001215942
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.617367,41.34727059,263.221299,305.5958797,2600,0.001389275
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.53509768,28.59406444,226.7834774,237.3388202,2650,0.00015341
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.42535483,28.64893584,163.3763949,255.199398,2650,0.014520352
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.30383971,28.57777972,286.9266997,309.2108185,2650,0.000832639
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.68329918,28.63972256,277.4074212,338.1728278,2650,0.00448011
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.62663572,28.56282448,193.8794256,262.8578873,2650,0.008355539
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.350805,34.23737584,319.2859058,326.7937282,2650,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5299125,34.30003522,329.0373,341.3530334,2650,0.002369668
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4192043,34.20414206,328.690508,340.0722019,2650,0.000325309
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4959739,34.31589217,13.37514216,111.0934743,2650,0.000626959
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4239853,34.25148676,339.7344617,350.1774821,2650,0.00408998
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7071267,41.28283028,103.0672897,356.5027303,2650,0.016099769
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5294098,41.29101316,117.3414758,129.1154146,2650,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5729379,41.29704337,76.38628113,306.5807878,2650,0.040682641
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.561684,41.3448405,12.51028254,21.96610543,2650,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6617798,41.23495149,278.5548037,286.5636332,2650,0.04
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.65751578,28.46104464,110.0343379,141.1165506,2700,0.001651743
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.45392863,28.38140109,277.7878573,302.4350451,2700,0.000757719
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.60887145,28.38251874,94.10238805,194.0161108,2700,0.000282127
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.25014947,28.40712561,250.6271973,265.3336043,2700,0.001426534
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.50278453,28.41914264,27.80156644,238.2896537,2700,0.010356039
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6896597,34.56993706,329.401716,351.0397236,2700,0.000163492
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5080395,34.51120912,101.5418396,160.5924332,2700,0.000127146
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6260378,34.55604487,296.4393485,310.3146793,2700,0.013333333
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3264519,34.61265877,134.2812448,290.6084309,2700,0.00094518
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4838359,34.54213669,227.3914853,309.3759356,2700,0.000170999
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.520875,41.20873561,285.2834455,318.2097458,2700,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6733039,41.32741073,39.55849353,134.9073555,2700,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3859965,41.22183795,10.4312854,225.3975778,2700,5.71E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5839511,41.19529081,315.5437524,336.6274666,2700,0.000129149
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4018183,41.25088862,211.6959726,356.9297841,2700,0.084591242
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.48581673,28.47538904,258.8501766,296.0028565,2750,0.000467727
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.40147484,28.34209148,63.52952956,235.8874761,2750,0.002530971
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.34688384,28.41762118,349.2635629,355.6494251,2750,4.40E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.69895737,28.41045579,61.93652762,170.0651248,2750,0.013230178
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.53217455,28.47116687,22.95453452,243.8146149,2750,0.004940711
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3818074,34.35050302,155.9278641,185.5748927,2750,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5414771,34.41644095,48.54442369,111.3793434,2750,0.000219684
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4796826,34.40043812,344.4157883,353.101079,2750,0.000258298
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.42683,34.35988939,150.962176,291.7362197,2750,0.00014518
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6197974,34.36001765,63.35269812,253.2385704,2750,0.005991391
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3971027,41.22302811,271.5132959,354.3674493,2750,0.004484305
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5259648,41.29130318,292.2241752,329.5663203,2750,0.000114646
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4203261,41.2908642,189.7401793,353.9244051,2750,0.031881533
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7469071,41.205912,58.31851129,290.1853888,2750,0.099302201
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5276889,41.30506046,103.2047167,172.094535,2750,0.0016
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.33540894,28.14093164,257.194718,337.3650306,2800,0.007170694
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.23605608,28.21094015,218.5978451,316.9711799,2800,0.000865052
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.43171788,28.20804665,258.2787001,314.8511913,2800,0.000438808
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.49005682,28.18155488,178.5434653,313.2084624,2800,0.007414494
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.62631439,28.25052808,312.3662518,352.7629234,2800,0.002185792
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.488989,34.75631279,175.025922,221.7368224,2800,0.000123008
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5133537,34.76026506,25.84950079,239.1977081,2800,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6885933,34.75253467,42.90236009,120.6005238,2800,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.1556566,34.78207087,202.0894576,356.3571792,2800,0.062528365
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2878909,34.75987172,181.4039321,289.1081314,2800,0.000353289
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4239244,41.19925754,42.5085632,248.527075,2800,0.005090482
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4826546,41.18237851,79.8172494,85.91823265,2800,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4999829,41.25142181,240.9946295,322.924532,2800,0.002357985
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7052223,41.18274617,163.6498177,276.2188124,2800,0.000776185
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7519074,41.13305749,325.2233905,348.7209715,2800,0.000548546
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.47714373,28.44104802,13.90512871,129.7133263,2850,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.4338985,28.51646864,346.2418607,347.8644128,2850,0.001605136
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.3681916,28.48165125,58.04288828,197.0126233,2850,0.001474551
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.60029336,28.47298019,200.4305341,227.8145343,2850,0.004191099
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.77367989,28.46217622,220.4796325,223.0887397,2850,0.000587803
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3308689,34.65089701,134.9692835,321.244681,2850,2.89E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4950831,34.62060715,86.91744813,321.384506,2850,0.044924128
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3815679,34.62980062,234.6700185,311.8178905,2850,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2973735,34.62968326,160.5038285,192.1665193,2850,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2167617,34.56919412,98.91503309,138.6022953,2850,0.000150015
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1747702,41.78452623,31.33864245,335.5078234,2850,0.016582921
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4952354,41.81120759,94.25820983,135.5919538,2850,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4797774,41.81109148,228.9347147,331.7361919,2850,0.039800995
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.59935,41.72704954,83.67785636,196.1972738,2850,9.78E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6692465,41.76501043,12.27763139,313.5331575,2850,0.00878268
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.48220218,28.27565794,346.4996424,354.1765487,2900,0.020547945
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.504376,28.26472931,74.04136332,231.0438768,2900,0.009013966
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.37192883,28.24178685,269.439147,288.8716408,2900,0.001016371
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.6782936,28.28893488,25.4048446,186.4542321,2900,0.000698487
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.51580865,28.2621367,101.2841934,327.5961341,2900,0.005612932
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5987029,34.47889192,268.6343091,340.3955982,2900,0.00059519
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4235593,34.41199567,190.3729586,358.786232,2900,0.004420177
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6312334,34.55770087,136.771486,193.3258422,2900,0.004491018
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4619369,34.40761763,345.4404016,354.4890416,2900,0.000750375
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6239097,34.53944651,124.3569741,244.1008789,2900,0.010666229
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2248942,41.72739001,99.30815659,145.7945001,2900,7.48E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3533836,41.70003563,15.03791275,344.7488881,2900,0.020577052
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7622602,41.71958574,203.9420265,261.6448306,2900,0.000730994
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4212345,41.76554602,30.42260439,133.0039086,2900,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7661711,41.76050364,11.0676903,258.7563036,2900,0.00824996
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.65606565,28.22402601,159.5623939,334.5025896,2950,0.017901235
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.2281188,28.27224308,100.2740176,308.0146416,2950,0.000766664
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.6296989,28.23909186,214.2392127,285.5626757,2950,0.000669643
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.43059138,28.25629526,189.2676187,226.7549091,2950,0.003420753
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.66402257,28.34771967,251.1920209,262.4347208,2950,0.003838772
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.8125097,34.57520219,115.6602135,149.0689702,2950,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6214583,34.42056876,188.5090253,297.7324937,2950,0.007668712
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4139041,34.53624174,32.29383195,329.8069038,2950,0.010215915
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6925267,34.51276623,76.82029333,306.9205285,2950,0.040821953
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3985925,34.46464391,142.1912752,146.0715293,2950,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2418308,41.25383583,228.3712444,256.9943628,2950,0.000726744
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.76662,41.2748387,64.85881471,173.211047,2950,0.070393375
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3163275,41.27807323,179.0532523,299.6954021,2950,0.000325383
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1834289,41.2448282,289.8587022,352.7994669,2950,0.014527845
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.610939,41.25574803,323.4022544,359.2766955,2950,0.002155114
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.5055533,28.58830066,306.5405859,319.6954547,3000,0.000431002
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.6246606,28.59271689,49.67436466,219.7800002,3000,0.004048583
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.64719597,28.58204512,23.41481365,105.0339647,3000,0.00098264
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.61337605,28.68836484,313.3964021,328.229903,3000,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.29609539,28.60074142,139.1275084,145.8338375,3000,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5694796,34.78601812,137.2164471,265.8063906,3000,0.010923691
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2713376,34.78280297,254.2443811,310.2658359,3000,0.000168691
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4361431,34.72919555,271.2990136,294.8983925,3000,0.002115842
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6657556,34.78777374,182.1905094,227.4563523,3000,0.000125834
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6889014,34.72881563,298.1034639,350.6074725,3000,0.000443459
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4584476,41.7534416,104.1961912,205.1164123,3000,2.41E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2651437,41.80328503,182.1596498,357.5316655,3000,0.001076426
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5166702,41.76582918,159.709661,260.7425853,3000,0.166666667
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5582632,41.76087598,274.4456305,351.6482236,3000,0.000131231
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5115568,41.78586596,41.11491937,265.4407296,3000,0.003547485
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.3517299,28.48665979,344.2022166,356.7852082,3050,0.003337784
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.63980254,28.47919353,53.41964714,63.62817023,3050,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.48148755,28.45569651,65.50881747,201.2400974,3050,0.006058607
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.7403662,28.38420875,341.9686641,356.9838866,3050,0.00285526
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.42764576,28.4320503,103.7593156,270.1678969,3050,0.009838531
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6297355,34.33794117,58.44571555,158.200524,3050,0.004929625
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2021153,34.26762609,104.9065673,156.152027,3050,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4272886,34.3860054,58.27533592,157.6694111,3050,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4160562,34.24480272,311.9096512,336.5301115,3050,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5881397,34.25307633,278.6589892,322.1737229,3050,0.000277431
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5234997,41.23644469,14.87985034,280.8186183,3050,0.118832259
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5993056,41.29379495,331.38502,341.3713289,3050,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6723041,41.22365476,266.7304664,298.5998406,3050,0.001286249
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2781775,41.29373916,59.44241383,155.2262875,3050,0.011083053
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5521764,41.29735279,191.5747272,263.116285,3050,0.000781937
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.76290814,28.70003169,187.170154,339.359169,3100,0.005381118
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.37037498,28.8009124,58.43965591,257.1276973,3100,0.029726262
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.5126793,28.71344191,226.6707311,278.4060646,3100,0.000218522
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.61011252,28.71052397,164.5977133,343.3567717,3100,0.00120024
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.44290654,28.75262039,278.341347,296.6409802,3100,0.007623404
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5195941,34.80346325,123.911095,344.5399101,3100,0.005155357
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4972239,34.79662772,227.792505,291.8792568,3100,0.000529661
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6895908,34.80948477,227.1233241,269.9502972,3100,0.007489774
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5240699,34.83789734,179.2596128,254.5559242,3100,0.003333169
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.7448932,34.7590455,84.59235027,293.2684684,3100,0.09553259
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7948892,41.3359723,151.9571775,309.9778691,3100,0.000883783
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3840185,41.32126068,38.23303474,115.7043671,3100,0.000143021
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.439472,41.35317505,83.75126875,145.5052603,3100,0.000313873
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.404551,41.35870724,282.4069823,335.5784099,3100,3.58E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.605333,41.37811315,29.47779561,280.9448606,3100,0.122837784
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.50222788,28.2405531,193.8394977,248.6101245,3150,0.00083022
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.4201194,28.31177696,213.6617658,214.8182281,3150,0.000396825
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.41344177,28.34171318,156.7295487,352.5103095,3150,0.01992246
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.2069027,28.28789637,141.2500774,291.1843233,3150,0.006411238
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.4002273,28.25073512,109.8230734,264.6013498,3150,0.02640513
