DEM ˝æ›Œƒº˛,æ≠∂»,Œ≥∂»,∆ ºΩ«∂»,÷’÷πΩ«∂», ”µ„∏ﬂ∂»,1¡⁄”Ú£®XPDERL£©,2¡⁄”Ú£®XPDERL£©,3¡⁄”Ú£®XPDERL£©,4¡⁄”Ú£®XPDERL£©,5¡⁄”Ú£®XPDERL£©,6¡⁄”Ú£®XPDERL£©,7¡⁄”Ú£®XPDERL£©,X8¡⁄”Ú£®XPDERL£©,9¡⁄”Ú£®XPDERL£©,10¡⁄”Ú£®XPDERL£©,1¡⁄”Ú£®Our£©,2¡⁄”Ú£®Our£©,3¡⁄”Ú£®Our£©,4¡⁄”Ú£®Our£©,5¡⁄”Ú£®Our£©,6¡⁄”Ú£®Our£©,7¡⁄”Ú£®Our£©,X8¡⁄”Ú£®Our£©,9¡⁄”Ú£®Our£©,10¡⁄”Ú£®Our£©,1¡⁄”Ú£®XDraw£©,2¡⁄”Ú£®XDraw£©,3¡⁄”Ú£®XDraw£©,4¡⁄”Ú£®XDraw£©,5¡⁄”Ú£®XDraw£©,6¡⁄”Ú£®XDraw£©,7¡⁄”Ú£®XDraw£©,8¡⁄”Ú£®XDraw£©,9¡⁄”Ú£®XDraw£©,10¡⁄”Ú£®XDraw£©
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.607898,41.60817578,296.0992105,339.0615364,3,0.000135031,5.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8728268,41.87310455,282.06769,327.7204331,3,5.21E-05,1.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5604899,41.56076772,7.156834961,59.60616302,3,0.000339506,0.00023534,0.000142747,9.45E-05,4.44E-05,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28E-05,9.65E-06,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1477701,41.1480479,7.249538796,197.8072609,3,0.00134838,0.000648148,0.000300926,0.000171682,4.24E-05,1.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5922134,41.59249118,95.50394598,131.4246055,3,0.001097608,0.000574846,0.000243056,0.000102238,5.79E-06,0,0,0,0,0,3.86E-06,0,0,0,0,0,0,0,0,0,0.000260417,0.000109954,1.54E-05,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8484314,41.84870917,334.8345837,342.5689426,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2906157,41.29089345,210.1254285,338.1867568,3,0,0,0,0,0,0,0,0,0,0,1.16E-05,0,0,0,0,0,0,0,0,0,0.016705247,0.014095293,0.009951775,0.008626543,0.006587577,0.004718364,0.003622685,0.002770062,0.00228588,0.001851852
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5380311,41.53830887,52.39424888,351.4722136,3,0.000630787,0.000414738,0.000204475,0.000138889,7.33E-05,2.31E-05,0,0,0,0,3.47E-05,1.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4764447,41.47672245,26.79719998,337.6354325,3,0.001766975,0.001331019,0.000904707,0.000659722,0.00041088,0.000190972,0.000104167,7.72E-06,0,0,3.86E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4589132,41.45919097,257.4812978,268.4907218,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003304398,0.002243441,0.001217207,0.000866127,0.000495756,0.000333719,0.000335648,0.000243056,0.000158179,0.000109954
